mos_tot_num_mosquitos,predicted_tot_num_mosquitos
13,4.8190084
5,4.075948
6,4.5197144
2,2.060434
28,5.562294
49,11.924748
9,5.18829
7,4.412237
1,2.158798
1,2.47877
3,4.6208086
1,2.6410599
6,4.408279
11,4.0934258
19,5.2920713
3,3.594189
1,2.3083389
38,8.202501
1,2.674227
3,4.105287
2,3.908571
7,3.4967935
2,3.0398262
2,3.4468963
1,3.672494
2,3.7193437
8,4.2461085
6,3.718525
3,3.9278193
1,2.9883409
12,4.885172
32,5.9613338
14,5.3358383
4,0.5301582
24,5.755831
3,4.1201186
2,3.850994
1,3.4567976
151,86.49848
9,4.082629
34,9.049255
3,3.8493195
4,4.087907
2,3.1210055
1,3.4305265
2,2.664058
18,4.747875
1,3.9747984
5,3.4241085
4,2.5863724
5,4.8492675
1,2.47232
2,3.0058513
3,6.523844
2,3.607725
1,3.1350791
3,4.782937
14,4.608804
1,3.7504761
34,6.324404
1,2.6369443
3,4.2809563
1,3.4291446
3,3.2588937
1,4.3523307
2,4.2262573
23,6.3699775
3,3.0771358
1,4.459676
4,3.6233683
12,4.080769
4,3.6509793
15,4.35515
